gene_name,bnum,uniprot_id,A1-1,A1-2,A1-3,C1,F1-1,F1-2,F1-3
cysB,b1275,P0A9F3,0.000233623,0.000229842,0.000219744,0.000243627,0.000243772,0.000241114,0.000226111
cysC,b2750,P0A6J1,0.000169626,0.00015657,0.000164594,0.000155529,0.000144661,0.000149998,0.000132868
cysD,b2752,P21156,0.000944622,0.000937679,0.00092952,0.001098294,0.001131497,0.001130453,0.001069671
cysE,b3607,P0A9D4,0.00011569,0.000111789,0.000119011,0.000100407,0.000115546,0.000109711,0.000104002
cysG,b3368,P0AEA8,4.47359E-05,4.78549E-05,4.72499E-05,4.54443E-05,4.94359E-05,4.85246E-05,4.90753E-05
cysH,b2762,P17854,0.000321494,0.000320872,0.000326213,0.000325322,0.000311309,0.000302674,0.000303917
cysI,b2763,P17846,0.001168856,0.001166991,0.001155921,0.001202065,0.001215818,0.001173726,0.001177089
cysJ,b2764,P38038,0.000920316,0.000932556,0.000944758,0.001024515,0.001030806,0.001018496,0.000993729
cysK,b2414,P0ABK5,0.005936437,0.005840331,0.006459164,0.005770547,0.006290674,0.0061302,0.006302003
cysM,b2421,P16703,0.000332816,0.000333372,0.000338528,0.000319649,0.000340561,0.000336217,0.000324945
cysN,b2751,P23845,0.001121842,0.001088498,0.001053825,0.001252428,0.001212296,0.001222186,0.001164559
cysP,b2425,P16700,0.000622009,0.000618989,0.00063636,0.000626098,0.000607755,0.000603163,0.000600084
cysQ,b4214,P22255,0.000103606,0.000106628,0.000102328,0.000112985,0.00010358,0.000103336,9.66849E-05
cysS,b0526,P21888,0.000346076,0.00032783,0.000330429,0.000321818,0.000322431,0.000319955,0.000309764
cysU,b2424,P16701,5.22775E-05,7.27478E-05,0.000103034,7.77879E-05,8.97783E-05,0.000153729,0
cysW,b2423,P0AEB0,0,0,0,0,0,0,0
cysZ,b2413,P0A6J3,0,0,0,0,0,0,0
cytR,b3934,P0ACN7,0,0,0,1.39377E-05,2.91842E-05,3.01502E-05,0
dacA,b0632,P0AEB2,0.000372682,0.000374447,0.000368407,0.000385624,0.00037733,0.000386705,0.000376035
dacB,b3182,P24228,5.88495E-05,6.64691E-05,6.30811E-05,3.03122E-05,0,4.12452E-05,3.68453E-05
dacC,b0839,P08506,0.000277559,0.000275301,0.000275712,0.000283639,0.000276248,0.000277077,0.000261352
dacD,b2010,P33013,1.97114E-06,1.95683E-06,1.7736E-06,1.90772E-06,1.84889E-06,1.83097E-06,1.77769E-06
dadA,b1189,P0A6J5,4.90789E-05,5.33648E-05,5.23696E-05,6.26631E-05,7.37567E-05,8.01043E-05,6.32714E-05
dadX,b1190,P29012,0,0,0,0,0,0,0
dam,b3387,P0AEE8,3.0198E-05,2.82183E-05,2.66208E-05,3.30182E-05,0,2.97886E-05,2.81025E-05
damX,b3388,P11557,0.000300615,0.000301443,0.000306363,0.000261912,0.00025254,0.000254398,0.000247558
dapA,b2478,P0A6L2,0.000481509,0.000459633,0.0004778,0.000492459,0.000519777,0.000497266,0.000506438
dapB,b0031,P04036,0.000392002,0.000402491,0.000397732,0.000425142,0.000432762,0.000428993,0.000422055
dapD,b0166,P0A9D8,0.001935651,0.001925447,0.001847957,0.001794003,0.001778578,0.001776472,0.001804527
dapE,b2472,P0AED7,8.06592E-05,7.40712E-05,6.66587E-05,7.92896E-05,7.61784E-05,8.52028E-05,8.48128E-05
dapF,b3809,P0A6K1,6.17445E-05,5.74543E-05,6.24645E-05,6.42709E-05,6.88691E-05,6.99761E-05,6.26153E-05
dauA,b1206,P0AFR2,0,0,0,0,0,0,0
dbpA,b1343,P21693,0,0,0,0,0,0,0
dcd,b2065,P28248,0.00011798,0.000121754,0.000116419,0.000132256,0.00013951,0.000131818,0.000116992
dcm,b1961,P0AED9,0,0,1.36891E-05,0,0.000111581,0,0
dcp,b1538,P24171,0.000566433,0.000557007,0.000557375,0.00053832,0.000543161,0.000527816,0.000518388
dcrB,b3472,P0AEE1,0.000195308,0.000199589,0.000205281,0.000204376,0.000203169,0.000203163,0.000202744
dctA,b3528,P0A830,0,0,3.55476E-05,0,3.48536E-05,0,0
dctR,b3507,P37195,0,0,0,0,0,0,0
dcuA,b4138,P0ABN5,0.000181428,0.000157588,0.000165761,0.000195566,0.0002109,0.000204768,0.000215542
dcuB,b4123,P0ABN9,0,0,0,0,0,0,0
dcuC,b0621,P0ABP3,0,0,0,0,0,0,0
dcuD,b3227,P45428,0,0,0,0,0,0,0
dcuR,b4124,P0AD01,0,0,0,0,0,0,0
dcuS,b4125,P0AEC8,0,0,0,0,0,0,0
dcyD,b1919,P76316,0.000197143,0.000200585,0.000197022,0.00021016,0.000206245,0.00019853,0.000203445
ddlA,b0381,P0A6J8,7.92358E-05,7.85544E-05,8.20847E-05,7.84465E-05,9.0767E-05,9.23192E-05,8.65483E-05
ddlB,b0092,P07862,6.86801E-05,6.50489E-05,6.23668E-05,7.36094E-05,8.04403E-05,7.45494E-05,6.69614E-05
ddpA,b1487,P76128,1.71194E-05,1.72164E-05,1.64471E-05,2.05967E-05,1.57298E-05,1.5697E-05,1.31127E-05
ddpB,b1486,P77308,0,0,0,0,0,0,0
ddpC,b1485,P77463,0,0,0,0,0,0,0
ddpD,b1484,P77268,0,0,0,0,0,0,0
ddpF,b1483,P77622,0,0,0,0,0,0,0
ddpX,b1488,P77790,0,0,0,0,0,0,0
deaD,b3162,P0A9P6,0.000402141,0.000410729,0.000410575,0.000468879,0.000463406,0.000455439,0.000431821
dedA,b2317,P0ABP6,0,0,0,0,0,0,0
dedD,b2314,P09549,3.59458E-05,3.36451E-05,3.34817E-05,3.47397E-05,3.27155E-05,3.4017E-05,3.26223E-05
def,b3287,P0A6K3,8.90909E-05,8.97456E-05,9.01614E-05,9.22761E-05,9.88712E-05,9.29784E-05,9.84861E-05
degP,b0161,P0C0V0,0.000573184,0.00056792,0.000590361,0.000565729,0.00057495,0.000581566,0.000558427
degQ,b3234,P39099,0.000158587,0.00015962,0.00015134,0.000170324,0.0001741,0.00017402,0.00016842
degS,b3235,P0AEE3,3.1066E-05,3.08648E-05,3.50017E-05,3.76413E-05,4.11208E-05,4.12263E-05,3.64779E-05
deoA,b4382,P07650,8.22634E-05,7.64998E-05,7.44149E-05,8.13373E-05,8.02037E-05,8.47924E-05,8.6033E-05
deoB,b4383,P0A6K6,0.000312376,0.00029813,0.000307909,0.000346556,0.000339982,0.000333492,0.000327445
deoC,b4381,P0A6L0,0.00013328,0.000124875,0.000123689,0.000125596,0.000132507,0.000129298,0.000122563
deoD,b4384,P0ABP8,0.000565519,0.000563792,0.000561919,0.000572366,0.000564307,0.000548797,0.000541987
deoR,b0840,P0ACK5,0,0,0,0,0,0,0
der,b2511,P0A6P5,0.000233314,0.000233682,0.00023251,0.000262209,0.000257204,0.000260135,0.000249612
dfp,b3639,P0ABQ0,7.81881E-05,8.24981E-05,7.88753E-05,9.31741E-05,9.71364E-05,0.000102148,9.46155E-05
dgcC,b0385,P0AAP1,0,0,0,0,0,0,0
dgcE,b2067,P38097,0,0,0,0,0,0,0
dgcF,b1522,P76147,0,0,0,0,0,0,0
dgcI,b0834,P75801,0,0,0,0,0,0,0
dgcJ,b1786,P76237,0,9.0423E-06,8.26624E-06,0,0,0,1.17165E-05
dgcM,b1341,P77302,0,0,0,0,0,0,0
dgcN,b2604,P46139,0,0,0,0,0,0,0
dgcP,b1794,P76245,0,0,0,0,0,0,0
dgcQ,b1956,P76330,0,0,0,0,0,0,0
dgcT,b1025,P75908,0,0,0,0,0,0,0
dgcZ,b1535,P31129,0,0,0,0,0,0,0
dgkA,b4042,P0ABN1,6.02725E-05,0,6.47755E-05,6.78252E-05,6.64398E-05,6.04649E-05,6.15923E-05
dgoA,b4477,Q6BF16,0,0,0,0,0,0,0
dgoD,b4478,Q6BF17,0,0,0,0,0,0,0
dgoK,b3693,P31459,0,0,0,0,0,0,0
dgoR,b4479,P31460,2.5786E-05,0,0,3.26078E-05,3.36973E-05,3.46326E-05,3.27109E-05
dgoT,b3691,P0AA76,0,0,0,0,0,0,0
dgt,b0160,P15723,3.62866E-05,0,7.18939E-05,0,0,0,0
dhaK,b1200,P76015,9.17265E-05,8.80676E-05,8.31505E-05,8.82079E-05,9.00404E-05,8.86301E-05,8.44828E-05
dhaL,b1199,P76014,8.13714E-05,7.24696E-05,8.60778E-05,0,5.62458E-05,5.53715E-05,4.88318E-05
dhaM,b1198,P37349,0.000151092,0.000145712,0.00014105,0.000153309,0.000153243,0.000165319,0.000165005
dhaR,b1201,P76016,0,0,0,0,0,0,0
diaA,b3149,P66817,3.36026E-05,3.59914E-05,3.6486E-05,3.8333E-05,4.13657E-05,3.56534E-05,3.31228E-05
dicA,b1570,P06966,3.20922E-05,3.31348E-05,2.81291E-05,4.01451E-05,4.12227E-05,4.09543E-05,3.73424E-05
dicB,b1575,P09557,0,0,0,0,0,0,0
dicC,b1569,P06965,0,0,0,0,0,0,0
dinB,b0231,Q47155,0,0,0,0,0,0,0
dinD,b3645,P23840,0,0,0,0,0,0,0
dinF,b4044,P28303,0,0,0,0,0,0,0
dinG,b0799,P27296,0,0,0,0,0,0,0
dinI,b1061,P0ABR1,4.00766E-05,4.71654E-05,4.187E-05,4.98563E-05,2.66499E-05,4.43328E-05,4.4654E-05
dinJ,b0226,Q47150,5.3084E-05,5.35732E-05,4.48546E-05,6.48575E-05,7.25482E-05,7.36793E-05,5.94882E-05
dinQ,b4613,A5A624,0,0,0,0,0,0,0
djlA,b0055,P31680,2.8949E-05,2.91205E-05,3.02146E-05,2.65163E-05,2.82973E-05,3.11917E-05,3.59434E-05
djlB,b0646,P77381,0,0,0,0,0,0,0
djlC,b0649,P77359,0,0,0,0,0,0,0
dkgA,b3012,Q46857,0.000136478,0.000137274,0.000134119,0.000142075,0.000127327,0.000131694,0.000127444
dkgB,b0207,P30863,5.33576E-05,4.83525E-05,4.79877E-05,4.68018E-05,5.04293E-05,5.19802E-05,5.08556E-05
dksA,b0145,P0ABS1,0.000648493,0.00064783,0.000706704,0.00071913,0.000698763,0.000683668,0.000660152
dld,b2133,P06149,0.000469578,0.000493488,0.000466189,0.000528749,0.000506754,0.000505445,0.000493876
dmlA,b1800,P76251,0,0,0,0,0,0,0
dmlR,b1799,P76250,0,0,0,0,0,0,0
dmsA,b0894,P18775,0,0,0,0,0,0,0
dmsB,b0895,P18776,0,0,0,0,0,0,0
dmsC,b0896,P18777,0,0,0,0,0,0,0
dmsD,b1591,P69853,3.86606E-05,2.5366E-05,3.00118E-05,3.70745E-05,4.00452E-05,3.81829E-05,3.63868E-05
dnaA,b3702,P03004,9.97281E-05,0.000116454,9.94314E-05,0.000113382,0.000114122,0.000110147,0.000111891
dnaB,b4052,P0ACB0,7.29605E-05,7.26739E-05,7.23299E-05,8.55275E-05,8.59231E-05,8.75103E-05,7.68848E-05
dnaC,b4361,P0AEF0,2.8333E-05,2.6189E-05,1.91515E-05,2.958E-05,2.96925E-05,3.02334E-05,2.59587E-05
dnaE,b0184,P10443,0,0,0,0,0,0,0
dnaG,b3066,P0ABS5,4.31023E-05,4.11557E-05,4.40044E-05,5.10493E-05,5.19119E-05,4.73442E-05,4.42248E-05
dnaJ,b0015,P08622,0.000281526,0.000268376,0.000273829,0.000297978,0.000276039,0.000278969,0.000267318
dnaK,b0014,P0A6Y8,0.00511499,0.005217236,0.00516432,0.005379129,0.005288802,0.005317947,0.005398343
dnaN,b3701,P0A988,0.00014539,0.00014718,0.000139842,0.000163523,0.000160334,0.000166778,0.000157836
dnaQ,b0215,P03007,9.91675E-05,0,0,0,0,0,0
dnaT,b4362,P0A8J2,1.13195E-05,1.0106E-05,0,1.36244E-05,1.41082E-05,1.37777E-05,1.46335E-05
dnaX,b0470,P06710,6.91719E-05,6.94261E-05,7.07978E-05,9.7297E-05,0.000107231,9.35556E-05,9.86533E-05
dosC,b1490,P0AA89,0,0,0,0,0,0,0
dosP,b1489,P76129,0,0,0,0,0,0,0
dpiA,b0620,P0AEF4,0,0,0,0,0,0,0
dpiB,b0619,P77510,0,0,0,0,0,0,0
dppA,b3544,P23847,0.002265122,0.002264779,0.002213174,0.002399344,0.002375207,0.002342503,0.002306607
dppB,b3543,P0AEF8,2.72765E-05,0,4.5297E-05,9.0055E-05,9.43192E-05,8.53635E-05,9.64872E-05
dppC,b3542,P0AEG1,3.65233E-05,4.22806E-05,3.54414E-05,6.13263E-05,5.72093E-05,6.10531E-05,8.38695E-05
dppD,b3541,P0AAG0,8.6181E-05,9.48902E-05,8.53032E-05,9.57183E-05,0.000102215,9.71972E-05,0.000101742
dppF,b3540,P37313,0.000112146,0.000115915,0.000105769,0.000101006,0.000114323,0.000112838,0.000116916
dps,b0812,P0ABT2,0.001687231,0.001713,0.001675501,0.001675005,0.0018526,0.001812825,0.001801317
dsbA,b3860,P0AEG4,0.000428392,0.000419744,0.000417906,0.000446181,0.0004503,0.000446137,0.000445623
dsbB,b1185,P0A6M2,4.67777E-05,0.000046885,5.79439E-05,5.59907E-05,4.89726E-05,5.01795E-05,5.33873E-05
dsbC,b2893,P0AEG6,0.000138064,0.000134813,0.000131321,0.000125547,0.000130865,0.00012646,0.000125379
dsbD,b4136,P36655,5.05193E-05,6.18964E-05,6.49633E-05,7.03823E-05,0,7.77492E-05,6.13942E-05
dsbG,b0604,P77202,4.16014E-05,4.49148E-05,4.51361E-05,4.99396E-05,4.83164E-05,4.59847E-05,4.10008E-05
dsdA,b2366,P00926,4.50634E-05,4.61982E-05,3.96859E-05,4.64862E-05,4.71842E-05,4.92989E-05,4.29752E-05
dsdC,b2364,P46068,0,0,0,0,0,0,0
dsdX,b2365,P08555,0,0,0,0,0,0,0
dsrB,b1952,P0AEG8,0,0,0,0,0,0,0
dtd,b3887,P0A6M4,0,0,3.34328E-05,0,0,0.000116254,0
dtpA,b1634,P77304,0,0,0,0,0,0,0
dtpB,b3496,P36837,0,0,0,0,0,0,0
dtpC,b4130,P39276,0,0,0,0,0,0,0
dtpD,b0709,P75742,0,0,0,0,0,0,0
dusA,b4049,P32695,6.77548E-05,6.83825E-05,6.4215E-05,7.74808E-05,7.40093E-05,7.45389E-05,6.89911E-05
dusB,b3260,P0ABT5,2.22963E-05,2.62269E-05,0,2.99332E-05,3.95803E-05,2.88118E-05,2.36026E-05
dusC,b2140,P33371,0,0,0,0,0,0,0
dut,b3640,P06968,0.000171719,0.000160655,0.000169568,0.000166191,0.000167089,0.000166669,0.000169838
dxr,b0173,P45568,3.60285E-05,3.57716E-05,3.87337E-05,4.03442E-05,4.33439E-05,3.91667E-05,3.37306E-05
dxs,b0420,P77488,0.000138265,0.000140048,0.000137322,0.000155464,0.000162135,0.000157583,0.000160298
eaeH,b0297,P36943,0,0,0,0,0,0,0
eamA,b1533,P31125,0,0,0,0,0,0,0
eamB,b2578,P38101,0,0,0,0,0,0,0
ebgA,b3076,P06864,0,0,0,0,0,0,0
ebgC,b3077,P0AC73,0,0,0,0,0,0,0
ebgR,b3075,P06846,1.67321E-05,1.4139E-05,1.67591E-05,1.99599E-05,2.01643E-05,1.67848E-05,1.76475E-05
ecnA,b4410,P0ADB4,0,0,0,0,0,0,0
ecnB,b4411,P0ADB7,0.000885165,0.000887907,0.000861813,0.000839854,0.000779892,0.000759246,0.000750362
eco,b2209,P23827,2.62784E-05,2.31864E-05,1.97154E-05,2.60953E-05,2.48098E-05,2.3048E-05,2.31276E-05
ecpA,b0293,P0AAA3,0,0,0,0,0,0,0
ecpB,b0292,P77188,0,0,0,0,0,0,0
ecpC,b0291,P77802,0,0,0,0,0,0,0
ecpD,b0290,P77694,0,0,0,0,0,0,0
ecpE,b0289,P77263,0,0,0,0,0,0,0
ecpR,b0294,P71301,0,0,0,0,0,0,0
eda,b1850,P0A955,0.00056396,0.000540808,0.000539095,0.000480082,0.000537675,0.000536329,0.000525315
edd,b1851,P0ADF6,3.53998E-05,3.72851E-05,3.35312E-05,4.01389E-05,3.85101E-05,2.84115E-05,4.82243E-05
efeB,b1019,P31545,1.81327E-05,2.07373E-05,1.68243E-05,3.00689E-05,2.6347E-05,2.65352E-05,1.93312E-05
efeO,b1018,P0AB24,0.000144393,0.000148401,0.000145583,0.00019736,0.000178368,0.000179784,0.000180673
efeU_1,b1016,,0,0,0,0,0,0,0
efp,b4147,P0A6N4,0.001131844,0.001136217,0.001168062,0.001136781,0.001094565,0.001076124,0.001100786
elaA,b2267,P0AEH3,5.92064E-05,5.72213E-05,5.22096E-05,0.000051738,5.04132E-05,5.07438E-05,4.92623E-05
elaB,b2266,P0AEH5,0.000858054,0.000831991,0.000821156,0.001090099,0.000997311,0.001009429,0.000911803
elaD,b2269,Q47013,3.28761E-06,3.08931E-06,3.47131E-06,4.02793E-06,3.77287E-06,3.56721E-06,4.19696E-06
elbB,b3209,P0ABU5,0.00013857,0.000134098,0.00014195,0.00015372,0.000158515,0.000155366,0.000158594
elfA,b0938,P75855,0,0,0,0,0,0,0
elfC,b0940,P75857,0,0,0,0,0,0,0
elfD,b0939,P75856,0,0,0,0,0,0,0
elfG,b0941,P75858,0,0,0,0,0,0,0
elyC,b0920,P0AB01,6.77872E-06,0,8.66608E-06,1.03406E-05,6.33208E-06,6.62534E-06,1.0794E-05
emrA,b2685,P27303,7.19764E-05,7.19831E-05,6.86489E-05,6.87148E-05,6.88905E-05,7.03552E-05,7.26318E-05
emrB,b2686,P0AEJ0,0,0,0,0,0,0,0
emrD,b3673,P31442,0,0,0,0,0,0,0
emrE,b0543,P23895,0,0,0,0,0,0,0
emrK,b2368,P52599,0,0,0,0,0,0,0
emrY,b2367,P52600,0,0,0,0,0,0,0
emtA,b1193,P0C960,9.58273E-05,9.97359E-05,9.16772E-05,9.27485E-05,0.000103564,0.000101098,9.66849E-05
endA,b2945,P25736,0,0,0,0,0,0,0
eno,b2779,P0A6P9,0.006971119,0.007053267,0.007103484,0.006946847,0.007034804,0.006964135,0.007041714
entA,b0596,P15047,4.12511E-06,0,3.11223E-06,1.00558E-05,7.12927E-06,7.11966E-06,6.22959E-06
entB,b0595,P0ADI4,1.02965E-05,1.03039E-05,9.59295E-06,2.20193E-05,1.71806E-05,1.71726E-05,1.48342E-05
entC,b0593,P0AEJ2,1.21589E-05,0,1.51306E-05,2.82887E-05,1.90005E-05,1.7414E-05,1.96409E-05
entD,b0583,P19925,0,0,0,0,0,0,0
entE,b0594,P10378,0,0,7.69192E-06,1.84245E-05,1.3562E-05,1.79935E-05,1.29414E-05
entF,b0586,P11454,1.54657E-05,1.58344E-05,2.98077E-05,3.62875E-05,2.61183E-05,2.3037E-05,2.54743E-05
entH,b0597,P0A8Y8,0,0,0,0,0,0,0
entS,b0591,P24077,0,0,0,0,0,0,0
envC,b3613,P37690,3.57452E-05,3.36486E-05,2.90043E-05,3.7373E-05,3.92468E-05,3.57376E-05,3.78097E-05
envR,b3264,P0ACT2,0,0,0,0,0,0,0
envY,b0566,P10805,0,0,0,0,0,0,0
envZ,b3404,P0AEJ4,0,0,0,0,0,0,0
epd,b2927,P0A9B6,7.04338E-05,7.13719E-05,6.74035E-05,7.4089E-05,7.71497E-05,7.06651E-05,6.87716E-05
epmA,b4155,P0A8N7,0,2.28947E-05,1.65036E-05,2.07532E-05,4.36614E-05,3.72291E-05,0
epmB,b4146,P39280,3.62325E-05,3.86497E-05,3.90723E-05,4.91533E-05,5.18753E-05,5.24555E-05,4.98252E-05
epmC,b2326,P76938,0,0,0,0,0,0,0
eptA,b4114,P30845,5.34196E-05,5.67216E-05,5.53565E-05,0,0,0,0
eptB,b3546,P37661,0,0,0,0,0,0,0
eptC,b3955,P0CB39,0.000256949,0.000254055,0.000258144,0.000216282,0.000211447,0.000206264,0.000208937
era,b2566,P06616,0.000128255,0.000135627,0.000126147,0.00017738,0.000164001,0.000161384,0.000144151
erpA,b0156,P0ACC3,0.000418935,0.000390069,0.00041442,0.000386004,0.000386994,0.00039135,0.000386967
essD,b0554,P0A9R2,0,0,0,0,0,0,0
essQ,b1556,P77237,0,0,0,0,0,0,0
etk,b0981,P38134,0,0,0,0,0,0,0
etp,b0982,P0ACZ2,0,0,0,0,0,0,0
ettA,b4391,P0A9W3,0.000911965,0.000898741,0.000874706,0.000981185,0.000947089,0.000955569,0.000952731
eutA,b2451,P76551,0,0,0,0,0,0,0
eutB,b2441,P0AEJ6,3.26642E-05,3.21878E-05,3.34198E-05,3.78379E-05,4.36825E-05,3.88943E-05,3.3217E-05
eutC,b2440,P19636,1.76557E-05,1.7031E-05,1.7374E-05,1.71584E-05,1.77859E-05,2.03827E-05,1.46602E-05
eutD,b2458,P77218,0,0,0,0,0,0,0
eutE,b2455,P77445,0,0,0,0,0,0,0
eutG,b2453,P76553,0,0,0,0,0,0,0
eutH,b2452,P76552,0,0,0,0,0,0,0
